"Dealer Name","Type","Address","City","State","Pincode","Contact","Email"
"Av Automobiles","Dealer","NH544 , NEAR POTTA BRIDGE, CHALAKUDY","Chalakkudi","Kerala","680307","91 79091 99991","d12703@baldealer.com"
"Kvr Bikes ( A Unit Under Kvr Automo","Dealer","NADUVILANGADI,, ","Tirur","Kerala","676107","91 494 2422119","d12427@baldealer.com"
"Kvr Auto","Dealer","ASPIRE TRADE CENTRE,  BYE PASS ROAD,, OOTTY ROAD JUNCTION,","Perinthalmanna","Kerala","679322","91 4933221789","d12428@baldealer.com"
"Kvr Auto","Dealer","PILAKKAL, POOKOTTUR,, MALAPPURAM, KERELA","Mallapuram","Kerala","676517","91 96050 01599","d12428@baldealer.com"
"Sarathy Motors","Dealer","NEAR JUMA MASJID,, THATTAMAKA,","Kollam","Kerala","691020","91 474 6056665","d12402@baldealer.com"
"ATTINGAL KTM","Branch","LAMAS BUILDING, MONNUMUKKU, , TRIVANDRUM ROAD, , , ","Kollam","Kerala","695101","+91 470 262 6565 ","d12402@baldealer.com"
"KARUNAGAPALLY KTM","Branch","PUTHEN THERUVU, , K.S PURAM, , , ","Kollam","Kerala","690544","+91 98470 71165","d12402@baldealer.com"
"Sarathy Motors","Dealer","KOTTARAKKARATVM MC ROAD,, PULAMON","Kottarakkara","Kerala","691531","91 98470 24265","d12402@baldealer.com"
"ATTINGAL KTM","Branch","LAMAS BUILDING, MONNUMUKKU, , TRIVANDRUM ROAD, , , ","Kottarakkara","Kerala","695101","+91 470 262 6565 ","d12402@baldealer.com"
"KARUNAGAPALLY KTM","Branch","PUTHEN THERUVU, , K.S PURAM, , , ","Kottarakkara","Kerala","690544","+91 98470 71165","d12402@baldealer.com"
"Sarathy Motors","Dealer","LAMAS BUILDING, MONNUMUKKU,, TRIVANDRUM ROAD,","Trivandrum","Kerala","695101","91 470 262 6565","d12402@baldealer.com"
"ATTINGAL KTM","Branch","LAMAS BUILDING, MONNUMUKKU, , TRIVANDRUM ROAD, , , ","Trivandrum","Kerala","695101","+91 470 262 6565 ","d12402@baldealer.com"
"KARUNAGAPALLY KTM","Branch","PUTHEN THERUVU, , K.S PURAM, , , ","Trivandrum","Kerala","690544","+91 98470 71165","d12402@baldealer.com"
"Deedi Automobiles","Dealer","SHOP NO  1 TO 4, UPPER GROUND FLOOR,, TN SAMRUDHI COMPLEX, VAZUTHACADU,","Trivandrum","Kerala","695014","91 78880 97973 78880 97974","d12448@baldealer.com"
"Sarathy Motors","Dealer","PUTHEN THERUVU,, K.S PURAM,","Karunagappally","Kerala","690544","91 98470 71165","d12402@baldealer.com"
"ATTINGAL KTM","Branch","LAMAS BUILDING, MONNUMUKKU, , TRIVANDRUM ROAD, , , ","Karunagappally","Kerala","695101","+91 470 262 6565 ","d12402@baldealer.com"
"KARUNAGAPALLY KTM","Branch","PUTHEN THERUVU, , K.S PURAM, , , ","Karunagappally","Kerala","690544","+91 98470 71165","d12402@baldealer.com"
"Kvr Vehicles","Dealer","KVR TOWER, OPP BISHOP HOUSE,, MELE CHOVVA, KANNUR  (KERALA)","Kannur","Kerala","670006","91 8138066399","d12380@baldealer.com"
"Kvr Vehicles","Dealer","751, JUBILEE ROAD ,, NR. YATHEEM  KHANA,","Thalassery","Kerala","670101","82818 27719","d12380@baldealer.com"
"St. Patrick Motors","Dealer","MANNARMALA, OMALLOR,, ","Pathanamthitta","Kerala","689645","91 8547874213 - 94460 65030","d12946@baldealer.com"
"Joyees International","Dealer","M.C.ROAD, KODIMATHA,, NATTAKA","Kottayam","Kerala","686013","91 481 236 1639","d12103@baldealer.com"
"Joyees International","Dealer","NEAR GOOD SAMARITEN CENTRE,, KOTTAYAM - PALA HIGHWAY, CHERPINKAL, PALA DISTT. KOTTAYAM","Pala","Kerala","686584","91 95449 17555","d12103@baldealer.com"
"Joyees International","Dealer","MANALITHARA BUILDING, M.C.ROAD,, PO.  KUTTOOR,","Thiruvalla","Kerala","689106","91 95449 16555, 95449 13555","d12103@baldealer.com"
"Popular Motor Corp","Dealer","JACON & SONS BIDG. S.A. ROAD, DOOR NO. 29 5A, 295B, JANATHA JUNCTION, VYTTILA","Cochin","Kerala","682019","91 81298 20906","d12355@baldealer.com"
"ALUVA KTM","Branch","NH 47, BUILDING NO.  2/262, , CHOORNIKKARA GRAM PANCHAYAT,  MUTTAM, , , ","Cochin","Kerala","683106","+91 81298 20900","d12355@baldealer.com"
"Popular Motor Corp","Dealer","NH 47, BUILDING NO.  2262,, CHOORNIKKARA GRAM PANCHAYAT,  MUTTAM,","Cochin","Kerala","683106","91 81298 20900","d12355@baldealer.com"
"ALUVA KTM","Branch","NH 47, BUILDING NO.  2/262, , CHOORNIKKARA GRAM PANCHAYAT,  MUTTAM, , , ","Cochin","Kerala","683106","+91 81298 20900","d12355@baldealer.com"
"Popular Motor Corporation","Dealer","KOOTTINGAL ARCADE, DOOR. NO. M,N,O,P AKATHIYOOR,, P.O, PAREMPADAM,","Kunnamkullam","Kerala","680519","91 97457 03999","d12738@baldealer.com"
"Jkb Motors","Dealer","KALLARAKKAL SQUARE, IX-206, AM ROAD, MARTHOMA COLLEGE ROAD,","Perumbavoor","Kerala","683542","91 9072701999","d12982@baldealer.com"
"Poonthottathil Motors","Dealer","NEAR PALAKKAD ROTARY CLUB, NH-47,, KADAMKODE,","Palakkad","Kerala","678001","91 491 6066000","d12981@baldealer.com"
"Popular Motors","Dealer","MANGATTUKAVALA, 4 LANE BYE PASS,, STATE HIGHWAY - 41,","Thodupuza","Kerala","685584","91 98957 90624","d12973@baldealer.com"
"K.V.R.Motors","Dealer","NEAR KANAKALAYA BANK, CHAKKORATHUKULAM,, ","Calicut","Kerala","673005","91 495 - 2386565","d12342@baldealer.com"
"K.V.R.Motors","Dealer","KVR TOWER,, NATIONAL HIGHWAY,","Vadakara","Kerala","673101","91 96334 44420","d12342@baldealer.com"
"K.V.R.Motors","Dealer","KK TOWER,, OPP SBI KALPETA","Kalpetta","Kerala","673121","91 75588 04455","d12342@baldealer.com"
"Deedi Automobiles","Dealer","DOOR NUMBER - 17250 (2), VALICODE,, NEDUMANGAD PO,","Nedumangad","Kerala","695541","91 472 280 4500","d12448@baldealer.com"
"Popular Motor Corp","Dealer","VI5A, NH 47, PARAVOOR JUNCTION,, P.O. PUNNAPPRA NORTH","Alappuzha","Kerala","","91 477 2288421","d12392@baldealer.com"
"St. Patrick Motors","Dealer","KM BULIDING,, VADACKEDATHUKAVU","Adoor","Kerala","691526","91 94464 11115","d12946@baldealer.com"
"Zain Motors","Dealer","GROUND FLOOR, ZAIN ARCADE,, NR. CHANDRAGIRI BRIDGE,","Kasargod","Kerala","671121","91 4994223277","d12377@baldealer.com"
"Anjushree Automobiles","Dealer","PLOT NO. 19, BEHIND GAIL,, NANAKHEDA, INDORE ROAD,","Ujjain","Madhya Pradesh","","91 94245 00744","d12774@baldealer.com"
"Sunil Scooters","Dealer","P.G COLLEGE ROAD,, LALBAGH","Chhindwara","Madhya Pradesh","480001","91  90096 79679","d12796@baldealer.com"
"Seth Motors","Dealer","37, LOKENDRA BHAWAN ROAD,, RATLAM","Ratlam","Madhya Pradesh","457001","91  7412 408 855","d12688@baldealer.com"
"Sixth Gear","Dealer","ANMOL SPACES, NEAR ANAND BAZAR,, MAIL KHAJRANA ROAD,","Indore","Madhya Pradesh","452016","91 731 498 0088","d12689@baldealer.com"
"Anjushree Automobiles","Dealer","EF23, SCHEME NO.54,, VIJAY NAGAR","Indore","Madhya Pradesh","451001","91  731 494 8483","d12933@baldealer.com"
"Gupta And Sons Pvt. Ltd.","Dealer","AHHENA BEHIND SP OFFICE,, CITY CENTER","Gwalior","Madhya Pradesh","474011","91 9584820523","d12338@baldealer.com"
"Avtar Agency","Dealer","GULAB ROAD, INFRONT OF MAHENDRA OLI MILL,, TILAK GANJ WARD,","Sagar","Madhya Pradesh","470002","91 7582 494089","d12974@baldealer.com"
"Raj Automotives","Dealer","E-214 DYNASTY COMPLEX,, ARERA COLONY, OPP. HABIBGANJ RAILWAY STATION,","Bhopal","Madhya Pradesh","462016","91  755 - 4929930","d12737@baldealer.com"
"Surjeet Auto","Dealer","4-5 LALA LAJPAT RAI COLONY,, RAISEN ROAD,","Bhopal","Madhya Pradesh","462023","91 755 2590 000","d12352@baldealer.com"
"Frontier Motors","Dealer","OPPOSITE LIFE STYLE FURNITURE SHOWROOM, MAHARASTHRA SCHOOL ROAD","Jabalpur","Madhya Pradesh","482002","91 761 2400 047","d12383@baldealer.com"
"Frontier Motors","Dealer","TRANSPORT NAGAR,, REWA ROAD,","Satna","Madhya Pradesh","485001","91 77710 03221","d12383@baldealer.com"
"Pagariya Auto Centre","Dealer","ADALAT ROAD,ABC COMPLEX,, SHOPNO-6,NR. BABA PETROL PUMP,","Aurangabad","Maharashtra","431001","91 240 6621111, 6615449","d12432@baldealer.com"
"Kanchan Auto","Dealer","B-36, REGENCY PLAZA, WALDUNI,, KALYAN- AMBERNATH ROAD, ULHASNAGAR (MAHARASHTRA)","Mumbai","Maharashtra","421003","91 251 256 3174","d12446@baldealer.com"
"THANE KTM","Branch","UNIT NO.6,7 & 9, GRD FLOOR, GANATRA INDUSTRIAL ESTATE, CADBURY JUNCTION,,  NEAR ABHISHEK HOTEL, KOPAT, THANE (WEST) MAHARASHTRA, , ","Mumbai","Maharashtra","400602","+91 22 25479409","d12446@baldealer.com"
"BADLAPUR KTM","Branch","SHOP NO.2 & 3, DNYAN MAULI APT, APTEWADI NAKA,, HIGHWAY ROAD,, , ","Mumbai","Maharashtra","421503"," +91  251 269 5345","d12446@baldealer.com"
"Kanchan Auto","Dealer","UNIT NO.6,7 & 9, GRD FLOOR, GANATRA INDUSTRIAL ESTATE, CADBURY JUNCTION,, NEAR ABHISHEK HOTEL, KOPAT, THANE (WEST) MAHARASHTRA","Mumbai","Maharashtra","400602","91 22 25479409","d12446@baldealer.com"
"THANE KTM","Branch","UNIT NO.6,7 & 9, GRD FLOOR, GANATRA INDUSTRIAL ESTATE, CADBURY JUNCTION,,  NEAR ABHISHEK HOTEL, KOPAT, THANE (WEST) MAHARASHTRA, , ","Mumbai","Maharashtra","400602","+91 22 25479409","d12446@baldealer.com"
"BADLAPUR KTM","Branch","SHOP NO.2 & 3, DNYAN MAULI APT, APTEWADI NAKA,, HIGHWAY ROAD,, , ","Mumbai","Maharashtra","421503"," +91  251 269 5345","d12446@baldealer.com"
"Sai Service Agency (Bombay) Pvt. Ltd.","Dealer","PHOENIX MILLS COMPOUND,, 462, SENAPATI BAPAT MARG, LOWER PAREL,","Mumbai","Maharashtra","400013","91 22 430 30411,","d12443@baldealer.com"
"Ahuja Automobiles","Dealer","SHOP NO 2 & 3, NEAR ASHA KRISHNA BUILDING,, A.G LINK ROAD, SAKINAKA, ANDHERI EAST","Mumbai","Maharashtra","400072","91 22 285 10774","d12162@baldealer.com"
"MAHIM KTM","Branch","SHOP NO. 3, CAUSY CORNER BUILDING, NEXT TO THE LIVING ROOM, , LADY JAMSHEDJI ROAD, MAHIM WEST, , , ","Mumbai","Maharashtra","400016","+91 22 6589 9991","d12162@baldealer.com"
"Ahuja Automobiles","Dealer","BAJAJ BHAVAN, 226, NARIMAN POINT,, BARISTER RAJNI PATEL MARG,","Mumbai","Maharashtra","400021","91  22 2285 2978 8953433954","d12162@baldealer.com"
"MAHIM KTM","Branch","SHOP NO. 3, CAUSY CORNER BUILDING, NEXT TO THE LIVING ROOM, , LADY JAMSHEDJI ROAD, MAHIM WEST, , , ","Mumbai","Maharashtra","400016","+91 22 6589 9991","d12162@baldealer.com"
"Ahuja Automobiles","Dealer","SHOP NO. 3, CAUSY CORNER BUILDING, NEXT TO THE LIVING ROOM,, LADY JAMSHEDJI ROAD, MAHIM WEST,","Mumbai","Maharashtra","400016","91 22 6589 9991","d12162@baldealer.com"
"MAHIM KTM","Branch","SHOP NO. 3, CAUSY CORNER BUILDING, NEXT TO THE LIVING ROOM, , LADY JAMSHEDJI ROAD, MAHIM WEST, , , ","Mumbai","Maharashtra","400016","+91 22 6589 9991","d12162@baldealer.com"
"Sk Automobiles","Dealer","SHOP NO.13 & 14, BSEL TECH PARK, PLOT NO.395 & 395A,, SECTOR 30A, OPP VASHI RLY STATION,VASHI,","Mumbai","Maharashtra","400703","91 22 66741111 66740256","d12447@baldealer.com"
"CHEMBUR KTM","Branch","CTS NO. 652, OFF BORLA VILLAGE, OPP SHATABDI HOSPITAL,, W.T.PATIL MARG, CHEMBUR, , ","Mumbai","Maharashtra","400071","     +91 22 6505 0400 ","d12746@baldealer.com"
"Sk Automobiles","Dealer","CTS NO. 652, OFF BORLA VILLAGE, OPP SHATABDI HOSPITAL,, W.T.PATIL MARG, CHEMBUR","Mumbai","Maharashtra","400071","91 22 6505 0400","d12746@baldealer.com"
"CHEMBUR KTM","Branch","CTS NO. 652, OFF BORLA VILLAGE, OPP SHATABDI HOSPITAL,, W.T.PATIL MARG, CHEMBUR, , ","Mumbai","Maharashtra","400071","     +91 22 6505 0400 ","d12746@baldealer.com"
"Sk Automobiles","Dealer","SHOP NO 1 - 4, TARANGAN SOCIETY, NEXT TO SWYAM SIDDI SCHOOL,, BHIWANDI  KALYAN ROAD, PO. DANDEKARWADI","Mumbai","Maharashtra","421302","91 91677 71144","d12746@baldealer.com"
"CHEMBUR KTM","Branch","CTS NO. 652, OFF BORLA VILLAGE, OPP SHATABDI HOSPITAL,, W.T.PATIL MARG, CHEMBUR, , ","Mumbai","Maharashtra","400071","     +91 22 6505 0400 ","d12746@baldealer.com"
"Kanchan Auto","Dealer","SHOP NO 1,2 & 3, A WING, GUNDECHA HEIGHTS LBS MARG,, OPP ST. XAVIER SCHOOL,","Mumbai","Maharashtra","400078","91 78880 96965 78880 97976","d12446@baldealer.com"
"THANE KTM","Branch","UNIT NO.6,7 & 9, GRD FLOOR, GANATRA INDUSTRIAL ESTATE, CADBURY JUNCTION,,  NEAR ABHISHEK HOTEL, KOPAT, THANE (WEST) MAHARASHTRA, , ","Mumbai","Maharashtra","400602","+91 22 25479409","d12446@baldealer.com"
"BADLAPUR KTM","Branch","SHOP NO.2 & 3, DNYAN MAULI APT, APTEWADI NAKA,, HIGHWAY ROAD,, , ","Mumbai","Maharashtra","421503"," +91  251 269 5345","d12446@baldealer.com"
"Kanchan Auto","Dealer","SHOP NO. 1,2, 3 & 4, R.K. TOWERS,, KHAMBALPADA MIDC ROAD , DOMBIVILI","Mumbai","Maharashtra","421201","91 251 2425599","d12446@baldealer.com"
"THANE KTM","Branch","UNIT NO.6,7 & 9, GRD FLOOR, GANATRA INDUSTRIAL ESTATE, CADBURY JUNCTION,,  NEAR ABHISHEK HOTEL, KOPAT, THANE (WEST) MAHARASHTRA, , ","Mumbai","Maharashtra","400602","+91 22 25479409","d12446@baldealer.com"
"BADLAPUR KTM","Branch","SHOP NO.2 & 3, DNYAN MAULI APT, APTEWADI NAKA,, HIGHWAY ROAD,, , ","Mumbai","Maharashtra","421503"," +91  251 269 5345","d12446@baldealer.com"
"Kanchan Auto","Dealer","SHOP NO.2 & 3, DNYAN MAULI APT, APTEWADI NAKA,, HIGHWAY ROAD,","Mumbai","Maharashtra","421503","91  251 269 5345","d12446@baldealer.com"
"THANE KTM","Branch","UNIT NO.6,7 & 9, GRD FLOOR, GANATRA INDUSTRIAL ESTATE, CADBURY JUNCTION,,  NEAR ABHISHEK HOTEL, KOPAT, THANE (WEST) MAHARASHTRA, , ","Mumbai","Maharashtra","400602","+91 22 25479409","d12446@baldealer.com"
"BADLAPUR KTM","Branch","SHOP NO.2 & 3, DNYAN MAULI APT, APTEWADI NAKA,, HIGHWAY ROAD,, , ","Mumbai","Maharashtra","421503"," +91  251 269 5345","d12446@baldealer.com"
"Suryoday Motors Pvt. Ltd.","Dealer","RAJ PRABHA INDUSTRIAL COMPLEX, BUILDING NO. 06,, GALA NO. 05, SATIVALI ROAD, VASAI (E)","Mumbai","Maharashtra","401208","91 250 6588 310 - 6518 222","d12372@baldealer.com"
"BORIVALI EAST KTM","Branch","BORKAR COMPOUND, WESTERN EXPRESS HIGHWAY,, OPP METRO MALL, BORIVALI EAST MUMBAI - (MAHARASHTRA), , ","Mumbai","Maharashtra","400066","     +91 22 6999 8884","d12372@baldealer.com"
"GOREGAON KTM","Branch","SHOPE NO. 10A - 10B, SHIVAM CHS LTD. , OPP. KANCHA BAR & RESTAURANT, SHASHTRI NAGAR,, , ","Mumbai","Maharashtra","400104","     +91 22 6555 6551 - 2876 9077","d12372@baldealer.com"
"BOISAR KTM","Branch","J/147, TARAPUR INDUSTRIAL AREA, , MIDC , , ","Mumbai","Maharashtra","401501","+91 2525 66 11 44","d12372@baldealer.com"
"MIRA ROAD KTM","Branch","MAHESH INDUSTRIAL ESTATE, GALA NO 1&2,NEAR SILVER PARK BUS STOP, MIRA BHYANDAR ROAD, MIRA ROAD(E), THANE, , ","Mumbai","Maharashtra","401107","+91 22 6888 8702","d12372@baldealer.com"
"Suryoday Motors Pvt. Ltd.","Dealer","BORKAR COMPOUND, WESTERN EXPRESS HIGHWAY,, OPP METRO MALL, BORIVALI EAST MUMBAI - (MAHARASHTRA)","Mumbai","Maharashtra","400066","91 22 6999 8884","d12372@baldealer.com"
"BORIVALI EAST KTM","Branch","BORKAR COMPOUND, WESTERN EXPRESS HIGHWAY,, OPP METRO MALL, BORIVALI EAST MUMBAI - (MAHARASHTRA), , ","Mumbai","Maharashtra","400066","     +91 22 6999 8884","d12372@baldealer.com"
"GOREGAON KTM","Branch","SHOPE NO. 10A - 10B, SHIVAM CHS LTD. , OPP. KANCHA BAR & RESTAURANT, SHASHTRI NAGAR,, , ","Mumbai","Maharashtra","400104","     +91 22 6555 6551 - 2876 9077","d12372@baldealer.com"
"BOISAR KTM","Branch","J/147, TARAPUR INDUSTRIAL AREA, , MIDC , , ","Mumbai","Maharashtra","401501","+91 2525 66 11 44","d12372@baldealer.com"
"MIRA ROAD KTM","Branch","MAHESH INDUSTRIAL ESTATE, GALA NO 1&2,NEAR SILVER PARK BUS STOP, MIRA BHYANDAR ROAD, MIRA ROAD(E), THANE, , ","Mumbai","Maharashtra","401107","+91 22 6888 8702","d12372@baldealer.com"
"Suryoday Motors Pvt. Ltd.","Dealer","SHOPE NO. 10A - 10B, SHIVAM CHS LTD., OPP. KANCHA BAR & RESTAURANT, SHASHTRI NAGAR,","Mumbai","Maharashtra","400104","91 22 6555 6551 - 2876 9077","d12372@baldealer.com"
"BORIVALI EAST KTM","Branch","BORKAR COMPOUND, WESTERN EXPRESS HIGHWAY,, OPP METRO MALL, BORIVALI EAST MUMBAI - (MAHARASHTRA), , ","Mumbai","Maharashtra","400066","     +91 22 6999 8884","d12372@baldealer.com"
"GOREGAON KTM","Branch","SHOPE NO. 10A - 10B, SHIVAM CHS LTD. , OPP. KANCHA BAR & RESTAURANT, SHASHTRI NAGAR,, , ","Mumbai","Maharashtra","400104","     +91 22 6555 6551 - 2876 9077","d12372@baldealer.com"
"BOISAR KTM","Branch","J/147, TARAPUR INDUSTRIAL AREA, , MIDC , , ","Mumbai","Maharashtra","401501","+91 2525 66 11 44","d12372@baldealer.com"
"MIRA ROAD KTM","Branch","MAHESH INDUSTRIAL ESTATE, GALA NO 1&2,NEAR SILVER PARK BUS STOP, MIRA BHYANDAR ROAD, MIRA ROAD(E), THANE, , ","Mumbai","Maharashtra","401107","+91 22 6888 8702","d12372@baldealer.com"
"Suryoday Motors Pvt. Ltd.","Dealer","J147, TARAPUR INDUSTRIAL AREA,, MIDC","Mumbai","Maharashtra","401501","91 2525 66 11 44","d12372@baldealer.com"
"BORIVALI EAST KTM","Branch","BORKAR COMPOUND, WESTERN EXPRESS HIGHWAY,, OPP METRO MALL, BORIVALI EAST MUMBAI - (MAHARASHTRA), , ","Mumbai","Maharashtra","400066","     +91 22 6999 8884","d12372@baldealer.com"
"GOREGAON KTM","Branch","SHOPE NO. 10A - 10B, SHIVAM CHS LTD. , OPP. KANCHA BAR & RESTAURANT, SHASHTRI NAGAR,, , ","Mumbai","Maharashtra","400104","     +91 22 6555 6551 - 2876 9077","d12372@baldealer.com"
"BOISAR KTM","Branch","J/147, TARAPUR INDUSTRIAL AREA, , MIDC , , ","Mumbai","Maharashtra","401501","+91 2525 66 11 44","d12372@baldealer.com"
"MIRA ROAD KTM","Branch","MAHESH INDUSTRIAL ESTATE, GALA NO 1&2,NEAR SILVER PARK BUS STOP, MIRA BHYANDAR ROAD, MIRA ROAD(E), THANE, , ","Mumbai","Maharashtra","401107","+91 22 6888 8702","d12372@baldealer.com"
"Suryoday Motors Pvt. Ltd.","Dealer","MAHESH INDUSTRIAL ESTATE, GALA NO 1&2,NEAR SILVER PARK BUS STOP, MIRA BHYANDAR ROAD, MIRA ROAD(E), THANE","Mumbai","Maharashtra","401107","91 22 6888 8702","d12372@baldealer.com"
"BORIVALI EAST KTM","Branch","BORKAR COMPOUND, WESTERN EXPRESS HIGHWAY,, OPP METRO MALL, BORIVALI EAST MUMBAI - (MAHARASHTRA), , ","Mumbai","Maharashtra","400066","     +91 22 6999 8884","d12372@baldealer.com"
"GOREGAON KTM","Branch","SHOPE NO. 10A - 10B, SHIVAM CHS LTD. , OPP. KANCHA BAR & RESTAURANT, SHASHTRI NAGAR,, , ","Mumbai","Maharashtra","400104","     +91 22 6555 6551 - 2876 9077","d12372@baldealer.com"
"BOISAR KTM","Branch","J/147, TARAPUR INDUSTRIAL AREA, , MIDC , , ","Mumbai","Maharashtra","401501","+91 2525 66 11 44","d12372@baldealer.com"
"MIRA ROAD KTM","Branch","MAHESH INDUSTRIAL ESTATE, GALA NO 1&2,NEAR SILVER PARK BUS STOP, MIRA BHYANDAR ROAD, MIRA ROAD(E), THANE, , ","Mumbai","Maharashtra","401107","+91 22 6888 8702","d12372@baldealer.com"
"Holedays Auto Service","Dealer","SHOP NO. 15 & 16,, SHANTAI CITY CENTRE,, NEAR BANK OF INDIA, STATION ROAD,","Pune","Maharashtra","410507","91 77570 06117","d12421@baldealer.com"
"Orange Automotive","Dealer","MY WORLD, SURVEY NO 1281-2,, BALEWADI HIGH STREET, BANER,","Pune","Maharashtra","411045","91 95793 93919","d12639@baldealer.com"
"Pb Narsale Wheels Pvt. Ltd.","Dealer","H NO. 91 S. NO. 134,  NEAR LODHA HOSPITAL,, KATRAJ-DEHU RD BYPASS, GIRIDHAR NAGAR, WARJE,","Pune","Maharashtra","411058","91  98810 01600","d12567@baldealer.com"
"Aadivenoo Motors","Dealer","66, GURUCHAYA,, KARVE ROAD, NAL STOP,","Pune","Maharashtra","411004","91 20 6526 9999","d12293@baldealer.com"
"Sai Service Private Ltd.","Dealer","SHOP NO 2021 SR NO, 431211 TO 7,, UTTAM PLAZA, NEAR NIIT INSTITUTE,  KHARADI,","Pune","Maharashtra","411014","91 77220 28764 - 65","d12390@baldealer.com"
"Sai Service Private Ltd.","Dealer","GODREJ CASTLEMAINE BLDG, BUND GARDEN ROAD,, NEAR RUBY HALL CLINIC,","Pune","Maharashtra","411001","91 20 66091111 - 91588 94071","d12390@baldealer.com"
"Sai Service Private Ltd.","Dealer","12B, BAJAJ BRAND VIEW BUILDING,, WAKDEWADI,","Pune","Maharashtra","411003","91 20 6536 3666 - 91686 26061","d12390@baldealer.com"
"Rutuja Automobiles Pvt. Ltd.","Dealer","ABC RUTUJA ELEGANCE, SHOP NO -15&16, NEAR AKURDI RAILWAY STATION, AKURDI","Pune","Maharashtra","411044","91 20 65110131","d12771@baldealer.com"
"Orange Motorrad","Dealer","OPP MANIKCHAND MALABAR,, LULLANAGAR,","Pune","Maharashtra","411040","91 74474 42326","d12778@baldealer.com"
"Torna Endeavours P Ltd","Dealer","BADNERA RD, VIDHYA VIHAR COLONY, NAVATHE NAGAR, ","Amravati","Maharashtra","444602","91 0721 6999901 - 93269 9990607","d12704@baldealer.com"
"Torna Endeavours P Ltd","Dealer","JAWAHAR NAGAR ROAD,, RANPISE NAGAR","Akola","Maharashtra","444001","91 9326999945","d12704@baldealer.com"
"Torna Endeavours P Ltd","Dealer","SHRI GAJANAN AUTOMOBILE,, NEAR ST WORKSHOP, ARNI ROAD,","Yavatmal","Maharashtra","445001","91 91684 49777","d12704@baldealer.com"
"Bhagyodaya Motors","Dealer","5243A2A, PLOT NO.1,  PAWAR MALA STOP, OPP. HOTEL DIVYA, SANGLI - KOLHAPUR ROAD,","Sangli","Maharashtra","416416","91  233 253 1177","d12601@baldealer.com"
"Rajyog Automobiles","Dealer","3, WEST GAJANAN HOUSING SOCIETY,, OGALEWADI ROAD, GOVARE, KARAD","Karad, Distt. Satara","Maharashtra","415110","91 2164 271004","d13013@baldealer.com"
"Wasan & Sons","Dealer","SHOP NO 1, RUSHIRAJ HEIGHTS,, MAHATMA NAGAR,","Nashik","Maharashtra","422007","91 253 6621111 6618657","d12439@baldealer.com"
"Shreeniwas Motors","Dealer","SHOP. NO. E & F , ANUSHREE APPARTMENT, OPP. SAMRAT SWEET SHOP,, NEAR GURU GOBIND SINGH COLLEGE, WADALA  PATHARDHI ROAD, INDIRA NAGAR","Nashik","Maharashtra","","91 253 237 0909","d12759@baldealer.com"
"C And C Company","Dealer","BANSILAL NAGAR, JIJAMATA ROAD,, NEAR KARAN CHOUPHULI,","Nandurbar","Maharashtra","425412","91 95527 99237","d12253@baldealer.com"
"Kamda Auto Riders","Dealer","NEXT TO GURU FURNITURE,, SHIRDI ROAD, SAVEDI,","Ahmednagar","Maharashtra","414003","91 241 241 8080, 94038 08080","d12087@baldealer.com"
"Auto India","Dealer","RAJARAM ROAD, TAKALA, ","Kolhapur","Maharashtra","416008","91 231 2536399, 2536499","d10732@baldealer.com"
"Mandar Motors","Dealer","G.NO-150,SIDDESHWAR COMPLEX, OPP.PAVANA SAHAKARI BANK, HAPSE WASTI, KURULI, TALUKATOWN- KHED","Chakan","Maharashtra","410501","91 97666 11122","d12922@baldealer.com"
"C And C Company","Dealer","GRACE FITNESS POINT, BEHIND ADARSH PUSTAKALAYA,, NEAR GANDHI PUTLA, AGRA ROAD,","Dhule","Maharashtra","424001","91 2562 232 221","d12253@baldealer.com"
"Venkatesh Motors","Dealer","AWDHUT COMPLEX, SHRI NAGAR MAIN ROAD, NEAR WORKSHOP,","Nanded","Maharashtra","431601","91 2462 254 444","d12238@baldealer.com"
"Raj Motors","Dealer","P.B. ROAD, N.H - 4, NEAR AJANTA CHOWK, GODOLI","Satara","Maharashtra","415002","91 2162 232 968","d12206@baldealer.com"
"Pathan Industrial Agencies","Dealer","OPPOSITE PANCHAYAT SAMITI,, MUMBAI  GOA HIGHWAY,","Chiplun","Maharashtra","415605","91 2355 25 2737","d12161@baldealer.com"
"Pathan Industrial Agencies","Dealer","E971 OPP.HOME GUARD BHAWAN,, M.I.D.C. MIRJOLE,","Ratnagiri","Maharashtra","415639","91 2352 228120","d12161@baldealer.com"
"Star Automotives","Dealer","KAZI COMPLEX, OPP. S.T. WORKSHOP,, AMBEJOGAI ROAD,","Latur","Maharashtra","413512","91 95119 50000","d12747@baldealer.com"
"Herammba Automobiles","Dealer","25, SHREE MITRA NAGAR,, OPP. MAJOR CORNER,","Jalgaon","Maharashtra","425001","91 94233 63300","d12976@baldealer.com"
"Herammba Automobiles","Dealer","PLOT NO 33, TILAK NAGAR, TAKLI PRA CHA, BHADGAON ROAD,","Chalisgaon Dist. Jalgaon","Maharashtra","424101","91 75887 44033","d12976@baldealer.com"
"Kaleshwar Motors","Dealer","163-11-B827A, OPP. MARUTI MANDIR NH-17,, KOLGAON","Sawantwadi","Maharashtra","416510","91  2363 274 349","d12653@baldealer.com"
